Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
21/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1254.18,ES02 0128 0730 9101 6000 0605,2210.0513722541923,REF38953
17/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1242.81,ES02 0128 0730 9101 6000 0605,2245.4785601658673,REF84477
17/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-188.45,ES02 0128 0730 9101 6000 0605,2362.901433049049,REF59651
17/08/2025,Transferencia recibida - RENTA POZOALBERO,836.24,ES02 0128 0730 9101 6000 0605,2097.455350004893,REF51695
16/08/2025,Pago - IBI PLATON 30,-252.75,ES02 0128 0730 9101 6000 0605,2280.5015713306702,REF43781
16/08/2025,Pago - COMUNIDAD ARANGUREN 66,-97.87,ES02 0128 0730 9101 6000 0605,1773.1620624264212,REF79082
13/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-172.01,ES02 0128 0730 9101 6000 0605,2610.174839328749,REF56592
11/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1196.75,ES02 0128 0730 9101 6000 0605,1733.7789120653692,REF59362
10/08/2025,Transferencia recibida - RENTA POZOALBERO,757.49,ES02 0128 0730 9101 6000 0605,2426.1608087537816,REF88246
08/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-64.89,ES02 0128 0730 9101 6000 0605,2256.3026354062185,REF68725
07/08/2025,Pago - IBI PLATON 30,-246.83,ES02 0128 0730 9101 6000 0605,2428.2889633051163,REF55540
07/08/2025,Transferencia - REPARACION FONTANERIA,-90.34,ES02 0128 0730 9101 6000 0605,1949.2036440646443,REF61034
03/08/2025,Transferencia recibida - DEVOLUCION FIANZA,645.4,ES02 0128 0730 9101 6000 0605,2079.5526076548153,REF55997
03/08/2025,Transferencia recibida - DEVOLUCION FIANZA,577.78,ES02 0128 0730 9101 6000 0605,2226.3244926343955,REF47204
31/07/2025,Pago - COMUNIDAD ARANGUREN 68,-113.61,ES02 0128 0730 9101 6000 0605,1749.9367881469338,REF57656
30/07/2025,Pago - GASTOS ADMINISTRACION,-43.26,ES02 0128 0730 9101 6000 0605,2097.694648149989,REF62573
28/07/2025,Transferencia recibida - DEVOLUCION FIANZA,575.29,ES02 0128 0730 9101 6000 0605,2395.6354744353994,REF72542
28/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1218.99,ES02 0128 0730 9101 6000 0605,1684.8922506646516,REF76974
26/07/2025,Pago - COMUNIDAD ARANGUREN 66,-107.09,ES02 0128 0730 9101 6000 0605,2290.5062628470955,REF30896
26/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1290.8,ES02 0128 0730 9101 6000 0605,2181.8104804597156,REF72200
25/07/2025,Pago - GASTOS ADMINISTRACION,-39.71,ES02 0128 0730 9101 6000 0605,2400.9929216242294,REF74059
24/07/2025,Pago - IBI PLATON 30,-250.0,ES02 0128 0730 9101 6000 0605,2308.9261256098534,REF99606
24/07/2025,Pago - GASTOS ADMINISTRACION,-44.95,ES02 0128 0730 9101 6000 0605,2430.7090422828596,REF58387
23/07/2025,Pago - GASTOS ADMINISTRACION,-44.16,ES02 0128 0730 9101 6000 0605,1674.4688219796692,REF43067
23/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-189.64,ES02 0128 0730 9101 6000 0605,1948.1619777069081,REF28627
23/07/2025,Transferencia recibida - ALQUILER PLATON 30,935.37,ES02 0128 0730 9101 6000 0605,1734.1066279114848,REF36971
