Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
19/08/2025,Transferencia recibida - DEVOLUCION FIANZA,586.11,ES02 0128 0730 9101 6000 0605,2615.5062295310654,REF62210
14/08/2025,Pago - COMUNIDAD ARANGUREN 66,-92.07,ES02 0128 0730 9101 6000 0605,1881.3060826714932,REF31717
11/08/2025,Pago - COMUNIDAD ARANGUREN 66,-92.63,ES02 0128 0730 9101 6000 0605,2268.310003986569,REF59418
09/08/2025,Transferencia - REPARACION FONTANERIA,-78.83,ES02 0128 0730 9101 6000 0605,1796.231468615224,REF64513
05/08/2025,Pago - IBI PLATON 30,-243.1,ES02 0128 0730 9101 6000 0605,1739.1390697824293,REF80132
29/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-170.1,ES02 0128 0730 9101 6000 0605,2574.1189836355356,REF93622
29/07/2025,Pago - COMUNIDAD ARANGUREN 66,-97.35,ES02 0128 0730 9101 6000 0605,1759.94357232121,REF38687
28/07/2025,Pago - COMUNIDAD ARANGUREN 68,-127.29,ES02 0128 0730 9101 6000 0605,2540.3865154215423,REF21045
24/07/2025,Pago - GASTOS ADMINISTRACION,-36.61,ES02 0128 0730 9101 6000 0605,2245.1189103952956,REF54115
16/07/2025,Pago - COMUNIDAD ARANGUREN 68,-113.81,ES02 0128 0730 9101 6000 0605,2123.906566605954,REF69901
07/07/2025,Pago - COMUNIDAD ARANGUREN 68,-126.72,ES02 0128 0730 9101 6000 0605,1643.0472223399663,REF18109
23/06/2025,Transferencia recibida - RENTA POZOALBERO,835.84,ES02 0128 0730 9101 6000 0605,2297.7017691319847,REF69201
21/06/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-181.85,ES02 0128 0730 9101 6000 0605,2377.8971355934013,REF28677
21/06/2025,Pago - GASTOS ADMINISTRACION,-52.58,ES02 0128 0730 9101 6000 0605,1918.822341797376,REF12559
18/06/2025,Transferencia recibida - ALQUILER PLATON 30,902.68,ES02 0128 0730 9101 6000 0605,1767.3439465404092,REF99949
16/06/2025,Pago - SUMINISTROS ELECTRICIDAD,-73.03,ES02 0128 0730 9101 6000 0605,2056.9081068867604,REF98411
14/06/2025,Transferencia - REPARACION FONTANERIA,-79.48,ES02 0128 0730 9101 6000 0605,2500.9395284742163,REF38863
07/06/2025,Transferencia recibida - RENTA POZOALBERO,801.15,ES02 0128 0730 9101 6000 0605,2486.6974519791183,REF45878
29/05/2025,Transferencia recibida - DEVOLUCION FIANZA,612.83,ES02 0128 0730 9101 6000 0605,2480.460773589826,REF63137
28/05/2025,Transferencia recibida - RENTA ARANGUREN 66,1177.78,ES02 0128 0730 9101 6000 0605,2347.3754012067907,REF76952
