Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
21/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-71.8,ES02 0128 0730 9101 6000 0605,1901.6241494962505,REF40535
21/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1126.63,ES02 0128 0730 9101 6000 0605,2041.4321454079843,REF99068
20/08/2025,Pago - GASTOS ADMINISTRACION,-48.15,ES02 0128 0730 9101 6000 0605,2028.4442177065405,REF30295
20/08/2025,Transferencia recibida - ALQUILER PLATON 30,984.69,ES02 0128 0730 9101 6000 0605,2240.4532009719414,REF67225
17/08/2025,Pago - COMUNIDAD ARANGUREN 66,-101.17,ES02 0128 0730 9101 6000 0605,2221.5675707220953,REF62514
16/08/2025,Transferencia - REPARACION FONTANERIA,-86.45,ES02 0128 0730 9101 6000 0605,2591.9278146152515,REF46279
16/08/2025,Pago - COMUNIDAD ARANGUREN 68,-129.04,ES02 0128 0730 9101 6000 0605,2192.9742086349147,REF27060
15/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-74.12,ES02 0128 0730 9101 6000 0605,1683.1699109008157,REF66175
14/08/2025,Transferencia recibida - RENTA POZOALBERO,797.15,ES02 0128 0730 9101 6000 0605,1762.7341974396347,REF75169
12/08/2025,Pago - GASTOS ADMINISTRACION,-49.88,ES02 0128 0730 9101 6000 0605,2138.0995771306934,REF13197
11/08/2025,Pago - COMUNIDAD ARANGUREN 68,-126.65,ES02 0128 0730 9101 6000 0605,1913.5301839707474,REF32520
09/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1126.68,ES02 0128 0730 9101 6000 0605,2489.1241238967027,REF10470
08/08/2025,Pago - IBI PLATON 30,-244.8,ES02 0128 0730 9101 6000 0605,1782.506628949278,REF63202
07/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1285.76,ES02 0128 0730 9101 6000 0605,1815.59971010324,REF46482
03/08/2025,Pago - GASTOS ADMINISTRACION,-41.73,ES02 0128 0730 9101 6000 0605,2305.471297970104,REF79232
02/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1191.48,ES02 0128 0730 9101 6000 0605,2470.8232080929174,REF22926
01/08/2025,Pago - IBI PLATON 30,-241.67,ES02 0128 0730 9101 6000 0605,1961.2478318780331,REF10301
31/07/2025,Transferencia recibida - ALQUILER PLATON 30,913.26,ES02 0128 0730 9101 6000 0605,2492.3258518661955,REF87730
31/07/2025,Transferencia recibida - RENTA POZOALBERO,825.87,ES02 0128 0730 9101 6000 0605,2392.812381275573,REF32958
30/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-178.98,ES02 0128 0730 9101 6000 0605,2432.8353642477678,REF70598
29/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1276.25,ES02 0128 0730 9101 6000 0605,2011.0222220755986,REF63535
27/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1178.96,ES02 0128 0730 9101 6000 0605,2266.516391143316,REF63810
27/07/2025,Pago - COMUNIDAD ARANGUREN 68,-123.92,ES02 0128 0730 9101 6000 0605,2117.277189944747,REF49285
26/07/2025,Pago - IBI PLATON 30,-242.35,ES02 0128 0730 9101 6000 0605,1949.7841285487016,REF25033
25/07/2025,Transferencia recibida - RENTA POZOALBERO,806.05,ES02 0128 0730 9101 6000 0605,2453.2205728040803,REF35197
23/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1221.19,ES02 0128 0730 9101 6000 0605,1963.787783440217,REF86071
