Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
21/08/2025,Pago - COMUNIDAD ARANGUREN 68,-121.33,ES02 0128 0730 9101 6000 0605,1961.8683009889642,REF11271
20/08/2025,Transferencia recibida - ALQUILER PLATON 30,926.35,ES02 0128 0730 9101 6000 0605,1782.4401820490348,REF76560
19/08/2025,Pago - GASTOS ADMINISTRACION,-51.24,ES02 0128 0730 9101 6000 0605,2375.858707402732,REF12545
17/08/2025,Pago - COMUNIDAD ARANGUREN 68,-120.05,ES02 0128 0730 9101 6000 0605,1812.9819432475051,REF42592
17/08/2025,Transferencia recibida - ALQUILER PLATON 30,975.59,ES02 0128 0730 9101 6000 0605,1948.1902569930135,REF64566
16/08/2025,Pago - IBI PLATON 30,-236.76,ES02 0128 0730 9101 6000 0605,2374.873879126184,REF23248
15/08/2025,Pago - IBI PLATON 30,-242.13,ES02 0128 0730 9101 6000 0605,2438.0554031196834,REF94487
14/08/2025,Pago - IBI PLATON 30,-251.17,ES02 0128 0730 9101 6000 0605,2344.6380569698886,REF94898
13/08/2025,Pago - IBI PLATON 30,-239.56,ES02 0128 0730 9101 6000 0605,2530.8684831387827,REF36030
10/08/2025,Pago - COMUNIDAD ARANGUREN 68,-113.13,ES02 0128 0730 9101 6000 0605,2108.714690915893,REF56612
10/08/2025,Transferencia - REPARACION FONTANERIA,-79.92,ES02 0128 0730 9101 6000 0605,1817.9601977112382,REF34989
07/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-59.22,ES02 0128 0730 9101 6000 0605,1986.2654105249258,REF77518
06/08/2025,Pago - COMUNIDAD ARANGUREN 66,-89.65,ES02 0128 0730 9101 6000 0605,1630.9920138590444,REF33814
04/08/2025,Pago - GASTOS ADMINISTRACION,-45.74,ES02 0128 0730 9101 6000 0605,2583.4793301467516,REF18998
03/08/2025,Pago - COMUNIDAD ARANGUREN 68,-115.83,ES02 0128 0730 9101 6000 0605,2364.1579135728243,REF67307
03/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-177.0,ES02 0128 0730 9101 6000 0605,2229.2916317248837,REF39180
02/08/2025,Pago - COMUNIDAD ARANGUREN 68,-111.39,ES02 0128 0730 9101 6000 0605,1852.7832379390425,REF76161
02/08/2025,Transferencia - REPARACION FONTANERIA,-84.62,ES02 0128 0730 9101 6000 0605,2383.022705264083,REF74959
01/08/2025,Pago - IBI PLATON 30,-237.4,ES02 0128 0730 9101 6000 0605,2283.409014252381,REF18869
31/07/2025,Pago - COMUNIDAD ARANGUREN 66,-108.17,ES02 0128 0730 9101 6000 0605,2119.842260065744,REF91853
31/07/2025,Pago - GASTOS ADMINISTRACION,-50.28,ES02 0128 0730 9101 6000 0605,1982.4287743938894,REF54508
29/07/2025,Pago - GASTOS ADMINISTRACION,-49.61,ES02 0128 0730 9101 6000 0605,1666.7534526350394,REF33020
27/07/2025,Pago - COMUNIDAD ARANGUREN 66,-96.68,ES02 0128 0730 9101 6000 0605,2091.6512019442252,REF23127
26/07/2025,Transferencia recibida - ALQUILER PLATON 30,963.83,ES02 0128 0730 9101 6000 0605,2111.931456721519,REF55221
24/07/2025,Transferencia recibida - RENTA POZOALBERO,833.73,ES02 0128 0730 9101 6000 0605,2157.6146545850806,REF50198
24/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-183.7,ES02 0128 0730 9101 6000 0605,2314.4920294327917,REF86878
23/07/2025,Transferencia recibida - RENTA POZOALBERO,832.37,ES02 0128 0730 9101 6000 0605,2038.8187370594774,REF92111
