Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
13/08/2025,Transferencia - REPARACION FONTANERIA,-88.72,ES02 0128 0730 9101 6000 0605,2419.2995756020327,REF60737
09/08/2025,Transferencia recibida - ALQUILER PLATON 30,990.28,ES02 0128 0730 9101 6000 0605,2155.8379445573833,REF65962
04/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-184.63,ES02 0128 0730 9101 6000 0605,1693.7441965620933,REF60026
04/08/2025,Transferencia recibida - ALQUILER PLATON 30,912.28,ES02 0128 0730 9101 6000 0605,1782.6431378495897,REF14029
02/08/2025,Pago - COMUNIDAD ARANGUREN 68,-121.49,ES02 0128 0730 9101 6000 0605,2430.614437822112,REF78826
26/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-66.18,ES02 0128 0730 9101 6000 0605,1956.2083426906465,REF29617
24/07/2025,Transferencia recibida - DEVOLUCION FIANZA,580.36,ES02 0128 0730 9101 6000 0605,2515.9249784818435,REF17548
24/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1141.94,ES02 0128 0730 9101 6000 0605,1653.3857877720843,REF57996
23/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-77.15,ES02 0128 0730 9101 6000 0605,1630.1898062383573,REF28689
19/07/2025,Pago - GASTOS ADMINISTRACION,-54.86,ES02 0128 0730 9101 6000 0605,2241.0219183312583,REF34141
08/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1123.52,ES02 0128 0730 9101 6000 0605,1737.1135303467736,REF88410
04/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1240.51,ES02 0128 0730 9101 6000 0605,1684.8637593875062,REF97014
04/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-188.12,ES02 0128 0730 9101 6000 0605,1789.154698305662,REF83559
30/06/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1277.55,ES02 0128 0730 9101 6000 0605,1975.8582232469287,REF25130
27/06/2025,Pago - GASTOS ADMINISTRACION,-53.47,ES02 0128 0730 9101 6000 0605,2233.476073087898,REF32065
25/06/2025,Pago - COMUNIDAD ARANGUREN 66,-99.73,ES02 0128 0730 9101 6000 0605,1934.8183314103962,REF41846
24/06/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-179.72,ES02 0128 0730 9101 6000 0605,2102.8800692707296,REF78513
24/06/2025,Pago - GASTOS ADMINISTRACION,-42.21,ES02 0128 0730 9101 6000 0605,2515.978954053122,REF67707
17/06/2025,Pago - COMUNIDAD ARANGUREN 68,-127.99,ES02 0128 0730 9101 6000 0605,1797.4739581850927,REF73658
15/06/2025,Pago - COMUNIDAD ARANGUREN 66,-99.81,ES02 0128 0730 9101 6000 0605,2202.937308569063,REF64710
15/06/2025,Transferencia recibida - RENTA POZOALBERO,757.76,ES02 0128 0730 9101 6000 0605,2204.6604978414116,REF83978
11/06/2025,Transferencia - REPARACION FONTANERIA,-78.92,ES02 0128 0730 9101 6000 0605,1785.6850788525362,REF83822
06/06/2025,Transferencia recibida - RENTA POZOALBERO,843.19,ES02 0128 0730 9101 6000 0605,1962.134481687025,REF34314
30/05/2025,Transferencia - REPARACION FONTANERIA,-94.64,ES02 0128 0730 9101 6000 0605,1975.161785014981,REF13295
