Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
21/08/2025,Pago - GASTOS ADMINISTRACION,-53.99,ES02 0128 0730 9101 6000 0605,1793.8065060169815,REF26840
18/08/2025,Transferencia recibida - ALQUILER PLATON 30,992.83,ES02 0128 0730 9101 6000 0605,2158.795333343903,REF87804
10/08/2025,Pago - COMUNIDAD ARANGUREN 66,-96.74,ES02 0128 0730 9101 6000 0605,2085.849487676688,REF98571
02/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-170.63,ES02 0128 0730 9101 6000 0605,2427.494426397224,REF43875
30/07/2025,Transferencia recibida - ALQUILER PLATON 30,966.23,ES02 0128 0730 9101 6000 0605,2057.114113024667,REF49402
30/07/2025,Pago - COMUNIDAD ARANGUREN 66,-90.48,ES02 0128 0730 9101 6000 0605,1707.8685028970713,REF80858
28/07/2025,Pago - COMUNIDAD ARANGUREN 66,-95.3,ES02 0128 0730 9101 6000 0605,2622.4482165424097,REF26533
26/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-184.27,ES02 0128 0730 9101 6000 0605,2163.1069585500827,REF37801
21/07/2025,Pago - GASTOS ADMINISTRACION,-52.82,ES02 0128 0730 9101 6000 0605,2188.781983195442,REF73636
12/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-76.52,ES02 0128 0730 9101 6000 0605,2623.4688348729314,REF52565
09/07/2025,Transferencia recibida - DEVOLUCION FIANZA,592.89,ES02 0128 0730 9101 6000 0605,1928.3553300514343,REF60744
02/07/2025,Transferencia - REPARACION FONTANERIA,-94.81,ES02 0128 0730 9101 6000 0605,2282.225318836798,REF12814
28/06/2025,Pago - GASTOS ADMINISTRACION,-48.15,ES02 0128 0730 9101 6000 0605,2056.226162437626,REF24346
23/06/2025,Transferencia recibida - RENTA POZOALBERO,834.98,ES02 0128 0730 9101 6000 0605,2554.831474074966,REF11415
21/06/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-188.52,ES02 0128 0730 9101 6000 0605,2169.88603373074,REF66197
10/06/2025,Pago - GASTOS ADMINISTRACION,-41.04,ES02 0128 0730 9101 6000 0605,2478.956212961459,REF69705
07/06/2025,Pago - COMUNIDAD ARANGUREN 68,-121.35,ES02 0128 0730 9101 6000 0605,2345.0411750920575,REF52122
03/06/2025,Transferencia recibida - ALQUILER PLATON 30,961.7,ES02 0128 0730 9101 6000 0605,2171.109992806828,REF16440
31/05/2025,Transferencia - REPARACION FONTANERIA,-91.16,ES02 0128 0730 9101 6000 0605,2080.342225952861,REF73498
28/05/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-188.63,ES02 0128 0730 9101 6000 0605,1821.3423558729542,REF23449
25/05/2025,Transferencia - REPARACION FONTANERIA,-83.29,ES02 0128 0730 9101 6000 0605,2138.777051043674,REF11814
