Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
17/08/2025,Pago - IBI PLATON 30,-245.11,ES02 0128 0730 9101 6000 0605,2056.504280036972,REF37462
06/08/2025,Transferencia - REPARACION FONTANERIA,-87.55,ES02 0128 0730 9101 6000 0605,2000.57437895068,REF61733
03/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1215.29,ES02 0128 0730 9101 6000 0605,2182.4495718957937,REF86365
26/07/2025,Transferencia - REPARACION FONTANERIA,-88.71,ES02 0128 0730 9101 6000 0605,2277.230008492811,REF59948
24/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1133.65,ES02 0128 0730 9101 6000 0605,2255.2677376477277,REF23359
23/07/2025,Pago - COMUNIDAD ARANGUREN 66,-96.06,ES02 0128 0730 9101 6000 0605,2429.9104325112075,REF32851
22/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-188.3,ES02 0128 0730 9101 6000 0605,2162.5791505130665,REF98666
19/07/2025,Pago - IBI PLATON 30,-252.17,ES02 0128 0730 9101 6000 0605,2174.2734831019225,REF58171
16/07/2025,Pago - IBI PLATON 30,-248.89,ES02 0128 0730 9101 6000 0605,1638.1375598350908,REF82246
10/07/2025,Pago - COMUNIDAD ARANGUREN 68,-112.61,ES02 0128 0730 9101 6000 0605,2502.8768831133666,REF52307
10/07/2025,Transferencia recibida - DEVOLUCION FIANZA,616.08,ES02 0128 0730 9101 6000 0605,2254.6589164524994,REF96277
04/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-185.34,ES02 0128 0730 9101 6000 0605,2235.129481766244,REF25819
04/07/2025,Transferencia - REPARACION FONTANERIA,-93.57,ES02 0128 0730 9101 6000 0605,1858.7141796632393,REF13163
03/07/2025,Transferencia recibida - ALQUILER PLATON 30,915.9,ES02 0128 0730 9101 6000 0605,1838.436470847253,REF54172
03/07/2025,Transferencia recibida - ALQUILER PLATON 30,903.78,ES02 0128 0730 9101 6000 0605,2514.2595499649015,REF92094
29/06/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-183.48,ES02 0128 0730 9101 6000 0605,1798.311426518055,REF25517
26/06/2025,Pago - SUMINISTROS ELECTRICIDAD,-72.69,ES02 0128 0730 9101 6000 0605,2162.560399731428,REF74010
08/06/2025,Pago - COMUNIDAD ARANGUREN 68,-128.61,ES02 0128 0730 9101 6000 0605,2180.6202299857728,REF63703
31/05/2025,Transferencia - REPARACION FONTANERIA,-91.99,ES02 0128 0730 9101 6000 0605,2060.926304519324,REF70759
30/05/2025,Transferencia recibida - DEVOLUCION FIANZA,595.52,ES02 0128 0730 9101 6000 0605,1805.3592641951989,REF97089
27/05/2025,Transferencia recibida - ALQUILER PLATON 30,983.62,ES02 0128 0730 9101 6000 0605,2137.2425220645882,REF46570
26/05/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-180.51,ES02 0128 0730 9101 6000 0605,2125.4309969322126,REF12517
