Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
14/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-67.77,ES02 0128 0730 9101 6000 0605,2522.4424534705636,REF21366
11/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-181.34,ES02 0128 0730 9101 6000 0605,2499.6673457746547,REF74798
02/08/2025,Pago - COMUNIDAD ARANGUREN 66,-106.58,ES02 0128 0730 9101 6000 0605,1727.781346898233,REF64158
22/07/2025,Pago - COMUNIDAD ARANGUREN 66,-107.7,ES02 0128 0730 9101 6000 0605,2427.183501873494,REF63119
22/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-59.07,ES02 0128 0730 9101 6000 0605,1891.7893869357697,REF76774
22/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1182.57,ES02 0128 0730 9101 6000 0605,2122.696005696474,REF45173
14/07/2025,Transferencia recibida - ALQUILER PLATON 30,984.98,ES02 0128 0730 9101 6000 0605,2095.4473312650657,REF97262
13/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-182.43,ES02 0128 0730 9101 6000 0605,1877.6599799849619,REF19221
07/07/2025,Transferencia recibida - ALQUILER PLATON 30,956.33,ES02 0128 0730 9101 6000 0605,1943.2736314200035,REF36585
01/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1180.06,ES02 0128 0730 9101 6000 0605,2022.8275920225904,REF68934
27/06/2025,Pago - GASTOS ADMINISTRACION,-47.1,ES02 0128 0730 9101 6000 0605,2370.395610360937,REF20830
21/06/2025,Transferencia recibida - RENTA POZOALBERO,838.29,ES02 0128 0730 9101 6000 0605,2543.1664376396534,REF44947
19/06/2025,Pago - COMUNIDAD ARANGUREN 68,-112.73,ES02 0128 0730 9101 6000 0605,2211.71791572017,REF92969
13/06/2025,Transferencia - REPARACION FONTANERIA,-89.93,ES02 0128 0730 9101 6000 0605,1678.368512981439,REF75637
12/06/2025,Transferencia recibida - DEVOLUCION FIANZA,623.77,ES02 0128 0730 9101 6000 0605,1982.4068141994048,REF40025
11/06/2025,Transferencia recibida - DEVOLUCION FIANZA,642.15,ES02 0128 0730 9101 6000 0605,2115.799570485779,REF15893
08/06/2025,Pago - SUMINISTROS ELECTRICIDAD,-71.43,ES02 0128 0730 9101 6000 0605,2156.60160138427,REF97114
08/06/2025,Pago - COMUNIDAD ARANGUREN 68,-119.71,ES02 0128 0730 9101 6000 0605,1626.7620866305995,REF24865
08/06/2025,Pago - COMUNIDAD ARANGUREN 66,-92.32,ES02 0128 0730 9101 6000 0605,2564.8008661112362,REF14489
06/06/2025,Pago - GASTOS ADMINISTRACION,-48.46,ES02 0128 0730 9101 6000 0605,2049.8362414875173,REF37559
05/06/2025,Pago - COMUNIDAD ARANGUREN 66,-99.96,ES02 0128 0730 9101 6000 0605,1833.317102464406,REF24423
04/06/2025,Transferencia - REPARACION FONTANERIA,-90.77,ES02 0128 0730 9101 6000 0605,1645.6239644128489,REF50742
02/06/2025,Pago - GASTOS ADMINISTRACION,-48.35,ES02 0128 0730 9101 6000 0605,2102.428482050237,REF60509
01/06/2025,Pago - COMUNIDAD ARANGUREN 66,-96.55,ES02 0128 0730 9101 6000 0605,2072.975064191087,REF29924
24/05/2025,Pago - IBI PLATON 30,-236.77,ES02 0128 0730 9101 6000 0605,1782.6354942206335,REF80716
