Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
11/08/2025,Pago - IBI PLATON 30,-245.55,ES02 0128 0730 9101 6000 0605,2586.9123280993736,REF29306
04/08/2025,Pago - GASTOS ADMINISTRACION,-46.07,ES02 0128 0730 9101 6000 0605,1764.1651079177766,REF32307
03/08/2025,Transferencia recibida - DEVOLUCION FIANZA,602.26,ES02 0128 0730 9101 6000 0605,2417.460465687456,REF65800
27/07/2025,Transferencia - REPARACION FONTANERIA,-95.08,ES02 0128 0730 9101 6000 0605,1966.3824897484465,REF85259
25/07/2025,Transferencia recibida - ALQUILER PLATON 30,928.34,ES02 0128 0730 9101 6000 0605,1922.1258179436961,REF35743
23/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-187.46,ES02 0128 0730 9101 6000 0605,2043.2336866243274,REF43996
21/07/2025,Pago - COMUNIDAD ARANGUREN 66,-96.13,ES02 0128 0730 9101 6000 0605,2140.521248443565,REF17834
19/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-173.38,ES02 0128 0730 9101 6000 0605,2172.358229840397,REF25035
11/07/2025,Pago - IBI PLATON 30,-238.24,ES02 0128 0730 9101 6000 0605,2526.6092616663527,REF62789
03/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-178.04,ES02 0128 0730 9101 6000 0605,2207.27161372577,REF60809
27/06/2025,Transferencia - REPARACION FONTANERIA,-82.37,ES02 0128 0730 9101 6000 0605,2069.4259833381507,REF70661
23/06/2025,Pago - IBI PLATON 30,-242.63,ES02 0128 0730 9101 6000 0605,2312.650551953355,REF60533
18/06/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-175.83,ES02 0128 0730 9101 6000 0605,2292.888549621312,REF57767
16/06/2025,Pago - COMUNIDAD ARANGUREN 68,-119.11,ES02 0128 0730 9101 6000 0605,2312.918954682817,REF77434
15/06/2025,Transferencia recibida - ALQUILER PLATON 30,924.07,ES02 0128 0730 9101 6000 0605,2530.194671477654,REF58663
12/06/2025,Pago - COMUNIDAD ARANGUREN 66,-97.05,ES02 0128 0730 9101 6000 0605,2560.9272928609053,REF56707
10/06/2025,Transferencia recibida - ALQUILER PLATON 30,996.75,ES02 0128 0730 9101 6000 0605,2366.6863477566717,REF92793
08/06/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1255.3,ES02 0128 0730 9101 6000 0605,2479.620792659498,REF97473
06/06/2025,Transferencia - REPARACION FONTANERIA,-88.08,ES02 0128 0730 9101 6000 0605,2435.8155446726373,REF53362
03/06/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1204.61,ES02 0128 0730 9101 6000 0605,1813.1699303882663,REF74914
30/05/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-184.01,ES02 0128 0730 9101 6000 0605,2184.4029480445097,REF33743
