Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
17/08/2025,Pago - COMUNIDAD ARANGUREN 66,-106.27,ES02 0128 0730 9101 6000 0605,1920.6877193361897,REF43420
10/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-181.84,ES02 0128 0730 9101 6000 0605,1808.488813172424,REF68143
08/08/2025,Transferencia recibida - DEVOLUCION FIANZA,594.14,ES02 0128 0730 9101 6000 0605,2472.1538776348953,REF79855
05/08/2025,Pago - COMUNIDAD ARANGUREN 68,-116.69,ES02 0128 0730 9101 6000 0605,2622.580067743183,REF55404
05/08/2025,Transferencia recibida - DEVOLUCION FIANZA,640.98,ES02 0128 0730 9101 6000 0605,1787.5904673202672,REF24802
28/07/2025,Transferencia - REPARACION FONTANERIA,-89.04,ES02 0128 0730 9101 6000 0605,2474.6551231491335,REF82041
26/07/2025,Pago - GASTOS ADMINISTRACION,-52.05,ES02 0128 0730 9101 6000 0605,1907.918212057407,REF42631
25/07/2025,Pago - GASTOS ADMINISTRACION,-40.21,ES02 0128 0730 9101 6000 0605,1918.5965983422811,REF57114
16/07/2025,Transferencia recibida - ALQUILER PLATON 30,924.16,ES02 0128 0730 9101 6000 0605,1656.0454507201437,REF43407
09/07/2025,Pago - COMUNIDAD ARANGUREN 68,-128.79,ES02 0128 0730 9101 6000 0605,2036.1990701269524,REF91323
08/07/2025,Transferencia recibida - RENTA POZOALBERO,844.7,ES02 0128 0730 9101 6000 0605,1724.8500926383108,REF45654
28/06/2025,Pago - COMUNIDAD ARANGUREN 66,-93.14,ES02 0128 0730 9101 6000 0605,1956.2590170333715,REF42820
23/06/2025,Pago - GASTOS ADMINISTRACION,-44.6,ES02 0128 0730 9101 6000 0605,1817.678909648618,REF77751
20/06/2025,Pago - COMUNIDAD ARANGUREN 66,-91.32,ES02 0128 0730 9101 6000 0605,2418.110617716111,REF42614
10/06/2025,Pago - IBI PLATON 30,-235.81,ES02 0128 0730 9101 6000 0605,2132.5022994855735,REF37819
09/06/2025,Pago - COMUNIDAD ARANGUREN 68,-116.22,ES02 0128 0730 9101 6000 0605,1786.0934655926003,REF51836
06/06/2025,Pago - SUMINISTROS ELECTRICIDAD,-76.25,ES02 0128 0730 9101 6000 0605,2382.6734605862894,REF72425
06/06/2025,Pago - COMUNIDAD ARANGUREN 68,-115.62,ES02 0128 0730 9101 6000 0605,1710.4483492077,REF62476
30/05/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-174.53,ES02 0128 0730 9101 6000 0605,1926.0169127675465,REF14115
27/05/2025,Pago - COMUNIDAD ARANGUREN 66,-102.02,ES02 0128 0730 9101 6000 0605,1628.8456053577117,REF87101
