Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
19/08/2025,Pago - GASTOS ADMINISTRACION,-39.91,ES02 0128 0730 9101 6000 0605,2272.737749793152,REF80209
19/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1166.35,ES02 0128 0730 9101 6000 0605,2034.9786376492698,REF22356
19/08/2025,Pago - COMUNIDAD ARANGUREN 68,-130.38,ES02 0128 0730 9101 6000 0605,2368.1488609891667,REF87039
18/08/2025,Pago - COMUNIDAD ARANGUREN 66,-99.67,ES02 0128 0730 9101 6000 0605,1632.7075093790381,REF70244
18/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1176.33,ES02 0128 0730 9101 6000 0605,1986.6649908086965,REF43310
18/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-74.32,ES02 0128 0730 9101 6000 0605,2286.6493149976554,REF67781
18/08/2025,Pago - COMUNIDAD ARANGUREN 66,-103.62,ES02 0128 0730 9101 6000 0605,2247.358023189762,REF20056
17/08/2025,Transferencia recibida - RENTA POZOALBERO,785.62,ES02 0128 0730 9101 6000 0605,2568.551540328709,REF82279
14/08/2025,Transferencia recibida - ALQUILER PLATON 30,922.69,ES02 0128 0730 9101 6000 0605,2500.371807063245,REF23713
12/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1110.15,ES02 0128 0730 9101 6000 0605,2583.9596785369417,REF57009
12/08/2025,Pago - GASTOS ADMINISTRACION,-35.67,ES02 0128 0730 9101 6000 0605,2184.012927834472,REF41044
10/08/2025,Pago - COMUNIDAD ARANGUREN 66,-103.24,ES02 0128 0730 9101 6000 0605,2250.5103299625334,REF40823
07/08/2025,Transferencia - REPARACION FONTANERIA,-79.16,ES02 0128 0730 9101 6000 0605,2113.4854447217017,REF36885
06/08/2025,Transferencia - REPARACION FONTANERIA,-82.87,ES02 0128 0730 9101 6000 0605,1906.5880774548677,REF29260
05/08/2025,Transferencia recibida - ALQUILER PLATON 30,946.23,ES02 0128 0730 9101 6000 0605,1907.7397218993995,REF80563
04/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1208.17,ES02 0128 0730 9101 6000 0605,2499.3601152841256,REF77680
31/07/2025,Pago - IBI PLATON 30,-245.21,ES02 0128 0730 9101 6000 0605,1891.2305116029215,REF35545
31/07/2025,Pago - COMUNIDAD ARANGUREN 68,-130.46,ES02 0128 0730 9101 6000 0605,1686.8663590462616,REF54933
30/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1281.39,ES02 0128 0730 9101 6000 0605,1918.6605024293763,REF54051
28/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1163.62,ES02 0128 0730 9101 6000 0605,1690.2296560922628,REF90540
26/07/2025,Pago - IBI PLATON 30,-247.32,ES02 0128 0730 9101 6000 0605,2486.2137295868374,REF91823
26/07/2025,Pago - COMUNIDAD ARANGUREN 66,-100.96,ES02 0128 0730 9101 6000 0605,2390.160303392082,REF14780
24/07/2025,Transferencia - REPARACION FONTANERIA,-77.37,ES02 0128 0730 9101 6000 0605,2509.6124754406405,REF40110
24/07/2025,Transferencia - REPARACION FONTANERIA,-86.79,ES02 0128 0730 9101 6000 0605,1832.9966882510257,REF67401
23/07/2025,Pago - COMUNIDAD ARANGUREN 68,-112.77,ES02 0128 0730 9101 6000 0605,1911.9615145294072,REF22856
