Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
22/08/2025,Pago - COMUNIDAD ARANGUREN 68,-121.97,****1234,-211.95476972863014,REF87937
21/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1232.21,****1234,317.64916517464815,REF59901
21/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-184.66,****1234,351.7534567302205,REF31931
17/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1130.28,****1234,-465.55182123126895,REF62316
15/08/2025,Transferencia recibida - DEVOLUCION FIANZA,550.35,****1234,363.73707429436206,REF75689
08/08/2025,Pago - GASTOS ADMINISTRACION,-47.88,****1234,-187.42476143491558,REF29385
05/08/2025,Pago - COMUNIDAD ARANGUREN 68,-124.36,****1234,267.87147271319634,REF52099
04/08/2025,Pago - IBI PLATON 30,-253.03,****1234,-290.7399239218955,REF81115
04/08/2025,Pago - COMUNIDAD ARANGUREN 68,-111.81,****1234,-101.0474513815559,REF90323
04/08/2025,Pago - COMUNIDAD ARANGUREN 68,-122.18,****1234,238.7530188944637,REF51155
03/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1109.27,****1234,79.92518686571782,REF17124
02/08/2025,Transferencia - REPARACION FONTANERIA,-93.57,****1234,379.95622405332256,REF87228
20/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1197.0,****1234,76.38905093044843,REF86726
18/07/2025,Transferencia recibida - RENTA POZOALBERO,774.54,****1234,156.80024706456243,REF93373
12/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1103.74,****1234,227.5659475160852,REF93315
10/07/2025,Transferencia - REPARACION FONTANERIA,-86.34,****1234,-109.64624969270477,REF35837
29/06/2025,Transferencia recibida - RENTA ARANGUREN 66,1109.63,****1234,-448.4303172343484,REF26902
06/06/2025,Transferencia recibida - DEVOLUCION FIANZA,572.1,****1234,-487.1764047836028,REF73451
31/05/2025,Pago - COMUNIDAD ARANGUREN 68,-123.51,****1234,377.17581139475726,REF94063
26/05/2025,Transferencia recibida - RENTA ARANGUREN 66,1199.94,****1234,304.6277961128568,REF76230
