Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
15/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1168.45,ES02 0128 0730 9101 6000 0605,2156.5577599005046,REF52851
14/08/2025,Pago - IBI PLATON 30,-250.96,ES02 0128 0730 9101 6000 0605,2442.316051888981,REF49010
09/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1143.0,ES02 0128 0730 9101 6000 0605,1963.6823484056085,REF14149
08/08/2025,Pago - IBI PLATON 30,-251.44,ES02 0128 0730 9101 6000 0605,1942.3731269383163,REF11444
08/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1235.62,ES02 0128 0730 9101 6000 0605,2204.3636613084627,REF87167
19/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1112.06,ES02 0128 0730 9101 6000 0605,2170.8648107056783,REF45762
15/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1168.94,ES02 0128 0730 9101 6000 0605,2583.3797182339754,REF57127
09/07/2025,Pago - COMUNIDAD ARANGUREN 66,-101.81,ES02 0128 0730 9101 6000 0605,2362.369658227477,REF51250
03/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-74.99,ES02 0128 0730 9101 6000 0605,2335.369265030703,REF52681
02/07/2025,Transferencia recibida - ALQUILER PLATON 30,942.39,ES02 0128 0730 9101 6000 0605,2524.995421698636,REF29273
01/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-66.94,ES02 0128 0730 9101 6000 0605,1932.9544503488937,REF20096
29/06/2025,Transferencia recibida - RENTA ARANGUREN 66,1199.41,ES02 0128 0730 9101 6000 0605,2153.8077415022385,REF22420
19/06/2025,Pago - SUMINISTROS ELECTRICIDAD,-70.71,ES02 0128 0730 9101 6000 0605,1794.9576413337027,REF69246
08/06/2025,Transferencia - REPARACION FONTANERIA,-85.19,ES02 0128 0730 9101 6000 0605,1712.006859616261,REF42613
07/06/2025,Transferencia recibida - RENTA POZOALBERO,828.18,ES02 0128 0730 9101 6000 0605,1998.5006777403742,REF13472
07/06/2025,Pago - COMUNIDAD ARANGUREN 66,-106.79,ES02 0128 0730 9101 6000 0605,2058.9572839320886,REF79318
05/06/2025,Transferencia recibida - ALQUILER PLATON 30,982.89,ES02 0128 0730 9101 6000 0605,2200.711823975028,REF88480
29/05/2025,Transferencia recibida - RENTA POZOALBERO,754.28,ES02 0128 0730 9101 6000 0605,1785.5818193417608,REF79451
29/05/2025,Transferencia recibida - RENTA POZOALBERO,801.0,ES02 0128 0730 9101 6000 0605,2411.9098563906423,REF65581
27/05/2025,Transferencia - REPARACION FONTANERIA,-84.5,ES02 0128 0730 9101 6000 0605,2270.6501314343404,REF21629
