Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
18/08/2025,Pago - COMUNIDAD ARANGUREN 68,-119.53,ES02 0128 0730 9101 6000 0605,1954.3687258710777,REF89647
17/08/2025,Transferencia recibida - RENTA POZOALBERO,833.27,ES02 0128 0730 9101 6000 0605,1781.0895240702814,REF70546
16/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-189.89,ES02 0128 0730 9101 6000 0605,2277.08332482898,REF48651
14/08/2025,Pago - COMUNIDAD ARANGUREN 66,-105.8,ES02 0128 0730 9101 6000 0605,2091.7995423355615,REF43538
09/08/2025,Pago - COMUNIDAD ARANGUREN 66,-100.38,ES02 0128 0730 9101 6000 0605,2348.599755193791,REF33792
09/08/2025,Pago - GASTOS ADMINISTRACION,-50.24,ES02 0128 0730 9101 6000 0605,1826.08136911153,REF75730
04/08/2025,Transferencia recibida - ALQUILER PLATON 30,921.48,ES02 0128 0730 9101 6000 0605,1896.343741714169,REF27215
29/07/2025,Transferencia recibida - RENTA POZOALBERO,802.38,ES02 0128 0730 9101 6000 0605,1679.4133819567896,REF23008
28/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1252.93,ES02 0128 0730 9101 6000 0605,2270.6889788485823,REF39820
23/07/2025,Pago - COMUNIDAD ARANGUREN 68,-126.19,ES02 0128 0730 9101 6000 0605,2071.512564980479,REF44512
15/07/2025,Transferencia recibida - DEVOLUCION FIANZA,606.75,ES02 0128 0730 9101 6000 0605,2509.7219961643304,REF55048
07/07/2025,Pago - COMUNIDAD ARANGUREN 66,-90.22,ES02 0128 0730 9101 6000 0605,1812.3825602607462,REF71164
04/07/2025,Pago - COMUNIDAD ARANGUREN 66,-92.76,ES02 0128 0730 9101 6000 0605,1991.8419537526215,REF16133
28/06/2025,Pago - COMUNIDAD ARANGUREN 68,-122.76,ES02 0128 0730 9101 6000 0605,1959.664798339246,REF49018
14/06/2025,Transferencia recibida - ALQUILER PLATON 30,942.83,ES02 0128 0730 9101 6000 0605,1996.3777731759014,REF58521
12/06/2025,Transferencia recibida - RENTA POZOALBERO,775.32,ES02 0128 0730 9101 6000 0605,1727.139378046611,REF97382
04/06/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1268.26,ES02 0128 0730 9101 6000 0605,2052.853093237007,REF25062
04/06/2025,Transferencia - REPARACION FONTANERIA,-92.33,ES02 0128 0730 9101 6000 0605,2123.7152503590905,REF94699
30/05/2025,Transferencia recibida - ALQUILER PLATON 30,971.5,ES02 0128 0730 9101 6000 0605,2348.825686659508,REF49711
26/05/2025,Transferencia recibida - RENTA POZOALBERO,820.04,ES02 0128 0730 9101 6000 0605,2195.4105187803752,REF70898
25/05/2025,Pago - COMUNIDAD ARANGUREN 66,-93.15,ES02 0128 0730 9101 6000 0605,2566.3034467334237,REF14823
