Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
20/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1172.4,ES02 0128 0730 9101 6000 0605,2264.8744289277124,REF96277
20/08/2025,Transferencia recibida - ALQUILER PLATON 30,964.29,ES02 0128 0730 9101 6000 0605,1643.8705885968059,REF57555
19/08/2025,Transferencia recibida - RENTA POZOALBERO,803.69,ES02 0128 0730 9101 6000 0605,2238.373317209862,REF70971
19/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-172.44,ES02 0128 0730 9101 6000 0605,2354.825754832241,REF38536
16/08/2025,Transferencia recibida - RENTA POZOALBERO,829.56,ES02 0128 0730 9101 6000 0605,2348.607087497908,REF62579
16/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1169.67,ES02 0128 0730 9101 6000 0605,2570.2400057533387,REF72428
16/08/2025,Pago - COMUNIDAD ARANGUREN 66,-104.8,ES02 0128 0730 9101 6000 0605,1977.1673525250405,REF69234
13/08/2025,Pago - IBI PLATON 30,-250.79,ES02 0128 0730 9101 6000 0605,2441.348096954858,REF86004
12/08/2025,Pago - GASTOS ADMINISTRACION,-39.15,ES02 0128 0730 9101 6000 0605,2243.008402094045,REF89724
12/08/2025,Pago - GASTOS ADMINISTRACION,-48.91,ES02 0128 0730 9101 6000 0605,1624.918692702436,REF92375
11/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-73.42,ES02 0128 0730 9101 6000 0605,2482.906056680791,REF75936
10/08/2025,Pago - COMUNIDAD ARANGUREN 66,-105.52,ES02 0128 0730 9101 6000 0605,2029.782260576241,REF84135
09/08/2025,Pago - GASTOS ADMINISTRACION,-36.96,ES02 0128 0730 9101 6000 0605,2272.117039148207,REF68533
09/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1219.66,ES02 0128 0730 9101 6000 0605,1726.0061183338407,REF97997
08/08/2025,Transferencia - REPARACION FONTANERIA,-95.26,ES02 0128 0730 9101 6000 0605,2390.8113332235694,REF91992
07/08/2025,Pago - COMUNIDAD ARANGUREN 68,-123.38,ES02 0128 0730 9101 6000 0605,2175.186174459104,REF77260
03/08/2025,Pago - IBI PLATON 30,-236.08,ES02 0128 0730 9101 6000 0605,1677.794435800135,REF72391
02/08/2025,Transferencia recibida - DEVOLUCION FIANZA,633.23,ES02 0128 0730 9101 6000 0605,2207.0584992998706,REF46107
02/08/2025,Pago - IBI PLATON 30,-253.43,ES02 0128 0730 9101 6000 0605,1712.9092873570798,REF59381
02/08/2025,Pago - GASTOS ADMINISTRACION,-39.44,ES02 0128 0730 9101 6000 0605,2038.4806656490014,REF72084
01/08/2025,Transferencia recibida - ALQUILER PLATON 30,920.57,ES02 0128 0730 9101 6000 0605,1989.4849090369812,REF38908
30/07/2025,Transferencia recibida - RENTA POZOALBERO,754.13,ES02 0128 0730 9101 6000 0605,1635.793422689409,REF17683
29/07/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1207.93,ES02 0128 0730 9101 6000 0605,2004.3139242733296,REF93163
28/07/2025,Pago - COMUNIDAD ARANGUREN 68,-123.19,ES02 0128 0730 9101 6000 0605,2478.5495704076234,REF44626
28/07/2025,Pago - IBI PLATON 30,-248.48,ES02 0128 0730 9101 6000 0605,2053.2005579050347,REF27742
27/07/2025,Pago - COMUNIDAD ARANGUREN 66,-101.16,ES02 0128 0730 9101 6000 0605,2534.0423984885156,REF66500
25/07/2025,Transferencia recibida - RENTA ARANGUREN 66,1122.01,ES02 0128 0730 9101 6000 0605,2438.586433812091,REF33726
25/07/2025,Pago - GASTOS ADMINISTRACION,-48.98,ES02 0128 0730 9101 6000 0605,2159.7350298476053,REF67140
