Fecha,Concepto,Importe,Cuenta,Saldo,Referencia
21/08/2025,Transferencia recibida - RENTA POZOALBERO,751.77,ES02 0128 0730 9101 6000 0605,2064.760341426855,REF97704
19/08/2025,Transferencia - REPARACION FONTANERIA,-78.36,ES02 0128 0730 9101 6000 0605,2506.9348462720886,REF86097
18/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1122.46,ES02 0128 0730 9101 6000 0605,2140.8732452739127,REF97752
17/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1154.18,ES02 0128 0730 9101 6000 0605,1828.2728229882396,REF90843
17/08/2025,Pago - IBI PLATON 30,-251.89,ES02 0128 0730 9101 6000 0605,2366.746431267517,REF80738
16/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1182.17,ES02 0128 0730 9101 6000 0605,1825.8944945418514,REF65692
15/08/2025,Transferencia recibida - ALQUILER PLATON 30,991.31,ES02 0128 0730 9101 6000 0605,2054.6885430901243,REF37675
14/08/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-185.18,ES02 0128 0730 9101 6000 0605,2469.452279785263,REF91052
14/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-76.86,ES02 0128 0730 9101 6000 0605,1776.9182347495725,REF30310
13/08/2025,Transferencia recibida - RENTA ARANGUREN 66,1129.1,ES02 0128 0730 9101 6000 0605,2279.576575715183,REF67333
09/08/2025,Transferencia recibida - DEVOLUCION FIANZA,619.1,ES02 0128 0730 9101 6000 0605,2547.8267953276577,REF87475
07/08/2025,Transferencia - REPARACION FONTANERIA,-94.03,ES02 0128 0730 9101 6000 0605,2192.9764800236794,REF91911
06/08/2025,Transferencia recibida - DEVOLUCION FIANZA,573.21,ES02 0128 0730 9101 6000 0605,2493.242364574714,REF52053
05/08/2025,Transferencia recibida - ALQUILER PROP. ARANGUREN 68,1223.01,ES02 0128 0730 9101 6000 0605,2154.2871763954527,REF72178
04/08/2025,Pago - COMUNIDAD ARANGUREN 68,-128.97,ES02 0128 0730 9101 6000 0605,2513.0907081591354,REF65055
04/08/2025,Pago - SUMINISTROS ELECTRICIDAD,-74.53,ES02 0128 0730 9101 6000 0605,2170.6887479667694,REF47898
04/08/2025,Transferencia recibida - ALQUILER PLATON 30,925.47,ES02 0128 0730 9101 6000 0605,2441.4324406615287,REF36022
31/07/2025,Pago - IBI PLATON 30,-236.53,ES02 0128 0730 9101 6000 0605,1772.4383585530659,REF88642
31/07/2025,Pago - SUMINISTROS ELECTRICIDAD,-57.51,ES02 0128 0730 9101 6000 0605,2333.127395732179,REF28526
30/07/2025,Pago - GASTOS ADMINISTRACION,-48.86,ES02 0128 0730 9101 6000 0605,2508.0799904240153,REF15310
29/07/2025,Transferencia recibida - ALQUILER PLATON 30,964.17,ES02 0128 0730 9101 6000 0605,2350.63586213456,REF30672
28/07/2025,Pago - COMUNIDAD ARANGUREN 66,-97.2,ES02 0128 0730 9101 6000 0605,2049.0725819433146,REF64645
27/07/2025,Pago - GASTOS ADMINISTRACION,-42.27,ES02 0128 0730 9101 6000 0605,1897.7487990201842,REF80080
24/07/2025,Pago - SEGURO HOGAR MULTIPROPIEDAD,-177.0,ES02 0128 0730 9101 6000 0605,1821.986289911505,REF11299
23/07/2025,Pago - GASTOS ADMINISTRACION,-35.16,ES02 0128 0730 9101 6000 0605,2223.987154610772,REF23699
